label,tweet,clean_text
anger,"kalau  tidak kebukti tidak perlu kabur tuh bangsat cabul, logika berpikir orang waras. Nah cabul imam pula dibela sampai mampus cuma  karena  takut tidak masuk surga lu? [URL]",kalau tidak kebukti tidak perlu kabur tuh bangsat cabul logika berpikir orang waras nah cabul imam dibela mampus cuma takut tidak masuk surga lu url
sad,"Anak zaman now lulusan saja  pakai  toga segala un di aula2 mahal, lah kita dulu lulus sd paling banter perpisahan ke cibodas or anyer naik  bis..",anak zaman now lulusan pakai toga segala un aula mahal dulu lulus sd paling banter perpisahan cibodas or anyer naik bis
sad,Di kereta duduk sebrangan sama pasangan bapak2 dan ibu2 yang tidurnya pelukan terus dari Jogja sampai lewat Cirebon. sampai Jakarta kukena sakit gula kaykanya :(,kereta duduk sebrangan sama pasangan bapak ibu tidurnya pelukan terus jogja lewat cirebon jakarta kukena sakit gula kaykanya
sad,"terus  pasti langsung diomongin ""selak tua"" ""cari uang ya bareng bareng sama suami"" ""itu bapak mama mu sudah ingin gendong cucu"" ""belajar itu nanti pas sudah berkeluarga, pasti tau"" ""itu si anu una unu sudah pada nikah"" ""itu si bla beli  blu anaknya sudah 2"" Hmm yha. Mlipir.",terus langsung diomongin selak tua cari uang bareng bareng sama suami bapak mama mu gendong cucu belajar pas berkeluarga tau si una unu nikah si bla beli blu anaknya yha mlipir
anger,"Lha bknnya elu imam cabul dibelain sama  7jt orang tolol lho, kebayang kan betapa begonya manusai model kamu takut tidak masuk  surga??",lha bknnya elu imam cabul dibelain sama jt orang tolol kebayang kan betapa begonya manusai model kamu takut tidak masuk surga
sad,"Penghasilan bersih 10jt saja  kadang berasa tidak cukup kalau  gaya hidupnya ketinggian. Mau berapapun penghasilan, yang penting 1 sih. Manajemen keuangan harus bagus. kalau  saya dan istri sangat buruk. Makanya sampai sekarang  belum  kebeli rumah",penghasilan bersih jt kadang berasa tidak cukup kalau gaya hidupnya ketinggian mau berapapun penghasilan penting manajemen keuangan bagus kalau istri sangat buruk makanya sekarang belum kebeli rumah
anger,"Beli tong sampah made in jerman biar bisa setara sama negara2 eropa.apa hubungannya?toh itu cuma sekedar tong,sekedar wadah,gak mungkin bisa nyetarain bangsa ato masyarakat lewat tong sampah macem gitu.",beli tong sampah made in jerman biar setara sama negara eropa apa hubungannya cuma sekedar tong sekedar wadah tidak mungkin nyetarain bangsa ato masyarakat lewat tong sampah macem
fear,"Tapi ya gik, percaya sama saya pasti kalau  suami dan keluarga suami kita pemikiran nya beda sama kita pasti kita dianggep pemberontak. karena  apa apa kan harus nurut suami",gik percaya sama kalau suami keluarga suami pemikiran nya beda sama dianggep pemberontak apa apa kan nurut suami
anger,"Apakah Anda setuju [USERNAME] adalah partai TONG KOSONG NYARING BUNYINYA, berisik tapi miskin manfaat. Yang setuju RT ... #2019GantiPresiden",setuju username partai tong kosong nyaring bunyinya berisik miskin manfaat setuju rt gantipresiden
joy,"Bahagiain orang terus? Kamu kapan bahagianya, Yu? Ya. Saya bahagia dengan cara itu. Asal orang lain bahagia, apalagi karena saya, bahagia saya malah jadi dua kali lipat :)",bahagiain orang terus kamu kapan bahagianya yu bahagia cara asal orang bahagia bahagia malah jadi kali lipat
anger,Saling menyalahkan dan mencari pembenaran sendiri apakah itu bijak Hal ini biasa karena basis suporter juga besar di tambah  provokator yang  anjing #pantangmunsur #jakmania,saling menyalahkan mencari pembenaran sendiri bijak biasa basis suporter besar tambah provokator anjing pantangmunsur jakmania
joy,"[USERNAME] Rambut saya kering, ngembang dan ikal naturally. Terus makin parah karena tiap hari sekali  pakai  hair dryer. Jadi kasihan  saja  ingin di treatment. Akhirnya keratin karena dia hasilnya bikin tekstur rambut bagus dan rapih.",username rambut kering ngembang ikal naturally terus makin parah tiap hari sekali pakai hair dryer jadi kasihan treatment akhirnya keratin hasilnya bikin tekstur rambut bagus rapih
anger,"Oke an ini buat pertama dan yang terakhir kalinya pergi kehotel tidak pakai mandi pakai sendal jepit dan sudah macam gembel, sudah sampai hotel disuruh naik tangga,dan keselnya ada lift disana kenapa disuruh naik tangga?? Untung lagi puasa ini mbak mbak",oke an buat pertama terakhir kalinya pergi kehotel tidak pakai mandi pakai sendal jepit macam gembel hotel disuruh naik tangga keselnya lift disana disuruh naik tangga untung puasa mbak mbak
sad,Saya terenyuh sekaligus kagum. Kalau ada kesempatan untuk melakukan hal yang sama pasti saya akan lakukan. Saya yakin dia pun juga tidak ragu untuk melakukan penyelamatan tersebut. Rest in Peace Razzan. [URL],terenyuh sekaligus kagum kalau kesempatan melakukan sama lakukan yakin tidak ragu melakukan penyelamatan tersebut rest in peace razzan url
anger,"Hahhaha yang  bela takut tidak masuk sorga, fakta. Logika berpikir waras dia kalau  tidak merasa salah tidak harus juga kabur, itu pengecut padahal  yang  bela bejuta2 yang  goblog [URL]",hahhaha bela takut tidak masuk sorga fakta logika berpikir waras kalau tidak merasa salah tidak kabur pengecut padahal bela bejuta goblog url
anger,"Makanya pernah saya sampaikan kepada anda [USERNAME] jangan kebanyakan baca novel, nonton film dan nonton mak lampir, pahami saja KESELURUHAN isi Kitab Suci Al-Qur'an. Akhirnya anda nyasar kan ? ......... I T U. [URL]",makanya pernah sampaikan username jangan kebanyakan baca novel nonton film nonton mak lampir pahami keseluruhan isi kitab suci al qur an akhirnya nyasar kan i t u url
love,tidak  ngerti lagi deh gue. Kok bisa2nya ada orang di dunia ini yang  berdiri saja  tuh sudah keren. T-Shirt doang. Gila tidak  tu... [USERNAME] [USERNAME] [URL],tidak ngerti gue nya orang dunia berdiri tuh keren t shirt doang gila tidak tu username username url
anger,"Jangan pilih Jokowi, atau golput saja  sekalian, nanti Pancasila yang  menjadi dasar negara kita sekarang akan ikutan terganti.. Mau?? Mmmmmoh!!!",jangan pilih jokowi golput sekalian pancasila menjadi dasar negara sekarang ikutan terganti mau mmoh
anger,"orang kaya/terkenal lagi makan di warung malah digratisin, orang biasa/miskin malah disuruh bayar Gimana tidak yang  kaya makin kaya yang  miskin makin miskin -_-",orang kaya terkenal makan warung malah digratisin orang biasa miskin malah disuruh bayar gimana tidak kaya makin kaya miskin makin miskin
anger,kalau  ada yang  apal orang orang nye tidak mungkin bisa teriak ROJALI jangan pernah menuduh yang  belum pasti apalagi menusuk saudara se persija sendiri . #PersijaSelamanya [URL],kalau apal orang orang nye tidak mungkin teriak rojali jangan pernah menuduh belum menusuk saudara se persija sendiri persijaselamanya url
anger,"Tidak sepakat, dan anda [USERNAME] sudah menyesatkan orang lain. Memang dilarang sholat di dalam bangunan yang didirikan untuk kekafiran (salah satunya gereja). Makanya jangan kebanyakan nonton mak lampir. saya berlindung kepada ALLAAH",tidak sepakat username menyesatkan orang memang dilarang sholat bangunan didirikan kekafiran salah satunya gereja makanya jangan kebanyakan nonton mak lampir berlindung allaah
anger,"[USERNAME] [USERNAME] ppdb di SMAN 10 Depok terlalu lama saya masukan berkas jam 9.45 Pagi sampai jam 15.30 belum dipanggil juga, manajemen file nya bagaimana ini, mana petugas ppdb nya juga kurang info saling tanya tanyaan di meja penerimaan berkas",username username ppdb sman depok terlalu lama masukan berkas jam pagi jam belum dipanggil manajemen file nya bagaimana mana petugas ppdb nya kurang info saling tanya tanyaan meja penerimaan berkas
anger,Liga bangke memang  ini liga indonesia alasan  banyak orang dibalik layar banyak yang mementingkan kepentingan pribadi yaudah nikmati saja  toh paling tidak ada imbasnya ke timnas kalau liga gini gini terus,liga bangke memang liga indonesia alasan banyak orang dibalik layar banyak mementingkan kepentingan pribadi yaudah nikmati paling tidak imbasnya timnas kalau liga terus
joy,"Nemuin bacaan yang  bikin terbahak-bahak  di setiap paragrafnya, duh suka sekali  saya  sama penulisnya !!!",nemuin bacaan bikin terbahak bahak paragrafnya duh suka sekali sama penulisnya
anger,"Pernah pacaran diputusin karena  doi mau istiqomah konon katanya hijrah, saya Takut nereka, kita pisah. besoknya pasang foto gandengan sama cewe.. Semoga tempatnya memang di neraka",pernah pacaran diputusin doi mau istiqomah konon katanya hijrah takut nereka pisah besoknya pasang foto gandengan sama cewe semoga tempatnya memang neraka
joy,"Ya tidak lah ahahahaha Iya kalau  wiraswasta agak susah. Kadang bagus, kadang tiba-tiba mati. Makanya harus hati-hati banget. tapi untungnya orang sekitar dan terutama istri saya keren sih. Toko saya jual duren, karena mau lebaran jadi jual kue. Yang pent",tidak ahahahaha iya kalau wiraswasta susah kadang bagus kadang tiba tiba mati makanya hati hati untungnya orang terutama istri keren toko jual duren mau lebaran jadi jual kue pent
anger,"Perempuan2 yang  bilang tidak mau pacaran karena  dosa, mau langsung  dinikahin aja, dihalalin mana sinii, biar saya suruh bicara  sama yang  makan atiii karena  nikah tidak cintaa, kasihan  nangis sndirian, temani  giihh..",perempuan bilang tidak mau pacaran dosa mau langsung dinikahin dihalalin mana sinii biar suruh bicara sama makan atii nikah tidak cintaa kasihan nangis sndirian temani giihh
anger,wehh tidak bisa begitu  juga dong. kalau  pergantian begitu  kan memang ada transisinya. tapi hak nya kan tetap  ssuai jobdes dong. kamu puasa2 di dzalim gtu. pukpukk. senior junioritas itu,wehh tidak kalau pergantian kan memang transisinya hak nya kan tetap ssuai jobdes kamu puasa dzalim pukpukk senior junioritas
sad,"Yaallah beri ia pacar baru, yang nerimo yang gemati yang tidak pelit yang mau bayarin makan yang suka mengajak duluan yang tidak rewel. Biar sakit hatinya ilang. amin",yaallah beri pacar baru nerimo gemati tidak pelit mau bayarin makan suka mengajak duluan tidak rewel biar sakit hatinya ilang amin
anger,Seperti ini sudah hampir 2minggu [USERNAME] [USERNAME] Apakah ini pelayanan yang  anda berikan kepada pelanggan setia? Jangan minta DM lagi DM juga percuma kalau  tidak ada kelanjutan nya Sama sama lah kita bahas di timeline yang  ngurusin DM sudah tidak  benar  Lama balas  nya [URL],hampir minggu username username pelayanan berikan pelanggan setia jangan minta dm dm percuma kalau tidak kelanjutan nya sama sama bahas timeline ngurusin dm tidak benar lama balas nya url
anger,"Tidak sepakat, dan anda [USERNAME] sudah menyesatkan orang lain. Dilarang sholat di dalam bangunan yang didirikan untuk kekafiran (salah satunya gereja). Makanya jangan kebanyakan nonton mak lampir. saya berlindung kepada ALLAAH SWT.",tidak sepakat username menyesatkan orang dilarang sholat bangunan didirikan kekafiran salah satunya gereja makanya jangan kebanyakan nonton mak lampir berlindung allaah swt
anger,Bong...luh harusnya terima kasih sama Anies - Sandi. karena  mereka sudah jalanin sebagian ide dan program ahok. jangan malah dibully. saya curiga jgn2 luh orang memang  cuma bisanya ngebully doang.,bong luh harusnya terima kasih sama anies sandi jalanin sebagian ide program ahok jangan malah dibully curiga jgn luh orang memang cuma bisanya ngebully doang
sad,iya maunya juga nikah. tapi..... lalaki na nu manaaaaaaa kamu sih enak punya calon. lah aku? bantal guling mau dipeluk saja  hamdalah,iya maunya nikah lalaki na nu manaa kamu enak punya calon aku bantal guling mau dipeluk hamdalah
sad,"ku sudah prepare semaksimal mungkin pakai  recehan khas anak sekolah macem saya tapi saya orgnya tidak bisa boongan kalau keluarga lagi  butuh. yaudah saya kasih semua yang  saya punya, toh mereka juga janjiin bakal balikin. tapi ekspektasi kan kadang suk",ku prepare semaksimal mungkin pakai recehan khas anak sekolah macem orgnya tidak boongan kalau keluarga butuh yaudah kasih semua punya janjiin bakal balikin ekspektasi kan kadang suk
joy,ingat  jaman SD sekitar kelas 3-4an. Tiap pulang sekolah pasti mampir ke rumahnya [USERNAME] buat main dan nonton meteor garden sama mamahnya. Ikut mandi sama makan juga. Baru pulang kalau  sudah di telepon mamah. Haha.,ingat jaman sd kelas an tiap pulang sekolah mampir rumahnya username buat main nonton meteor garden sama mamahnya ikut mandi sama makan baru pulang kalau telepon mamah haha
anger,Cc in ke cebong2 dungu... Maksd hati ingin cari kesalahan [USERNAME] [USERNAME] lwat pohon plastik malah kebongkar semua skandalnya.... Sekali lagi kasihan  Ahok.... #2019GantiPresiden [URL],cc in cebong dungu maksd hati cari kesalahan username username lwat pohon plastik malah kebongkar semua skandalnya sekali kasihan ahok gantipresiden url
anger,"Lokasi kamar: di lantai 3, paling hujuuung. Protes: BERISIK sekali  ANJIR DI BAWAH SANA DEPAN KOST-AN MASIH ADA YANG ULANG TAHUNNYA DISIRAM-SIRAM!!!",lokasi kamar lantai paling hujuung protes berisik sekali anjir bawah sana depan kost an ulang tahunnya disiram siram
anger,Cara batalin tempat sampah made in jerman yang  sudah terlanjur diadakan oleh gub sebelumnnya gimana pak??? Apa kita belah jadi dua biar ahoker pada happy?? Kalian ini kok kerjanya nyinyirin gubernur anies bae..,cara batalin tempat sampah made in jerman terlanjur diadakan gub sebelumnnya gimana pak apa belah jadi biar ahoker happy kalian kerjanya nyinyirin gubernur anies bae
sad,"Sebagai anggota komite medik di RS tempat saya  bekerja, kami kadang  membicarakan death case di rapat komite medik. Membicarakan pasien yang  meninggal dalam  perawatan di RS bagaimanapun tidak pernah menyenangkan wlopun bukan pasien sendiri pun",anggota komite medik rs tempat bekerja kadang membicarakan death case rapat komite medik membicarakan pasien meninggal perawatan rs tidak pernah menyenangkan wlopun bukan pasien sendiri
anger,"Kabur kok bangga, itu pengecut. Katanya imam besar kok mesum??? Kok kabur??? terus  masih banyak orang goblog termasuk kamu yang  belain karena  takut tidak masuk  surga, ajaib!!! [URL]",kabur bangga pengecut katanya imam besar mesum kabur terus banyak orang goblog termasuk kamu belain takut tidak masuk surga ajaib url
anger,"Ada ig, minta line. Dikasih line minta wa. Kenapa tidak sekalian saja  minta playstorenya? Biar sudah satu paket ada ig saya line mobile legend juga ada.",ig minta line dikasih line minta wa tidak sekalian minta playstorenya biar satu paket ig line mobile legend
sad,"yaudah tuh mulai dari situ saya hopeless. padahal  niat saya tuh ngebahagiain diri saya sendiri dengan  usaha saya sendiri. karena saya mikir, siapa lagi  yang  bakal ngewujudin wish saya tahun  ini kecuali diri saya sendiri ?",yaudah tuh mulai situ hopeless padahal niat tuh ngebahagiain diri sendiri usaha sendiri mikir siapa bakal ngewujudin wish tahun diri sendiri
sad,"kelaparan  di stasiun. Beli paket es teh + Roti'O dan duduk sambil nyruput es teh, padahal di sebelah ada orang-orang  pada sholat. saya merasa seperti syaitonirojim",kelaparan stasiun beli paket es teh roti o duduk nyruput es teh padahal sebelah orang orang sholat merasa syaitonirojim
anger,lhahhh kok gtu? mau dapat  duitnya tapi tidak mengerjakan  kerjanya orang lama pc situ kah? tidak enak ketua pc nya. mentang2 kamu baru digituin ya. sabar2 ra. senyumin saja ,lhahh mau duitnya tidak mengerjakan kerjanya orang lama pc situ tidak enak ketua pc nya mentang kamu baru digituin sabar ra senyumin
joy,"Nasip saya dan adik  saya hampir sama : kita sama2 tidak niat daftar poltekkes, hampir mau pergi pas mau tes, ngasal isi jawaban, tidak ada harapan mau masuk situ. Ujung2nya : keterima :) hanya  saya jurusan kesehatan lingkungan, dia kebidanan.",nasip adik hampir sama sama tidak niat daftar poltekkes hampir mau pergi pas mau tes ngasal isi jawaban tidak harapan mau masuk situ ujung nya keterima jurusan kesehatan lingkungan kebidanan
joy,"#OldMoneyGakNgerasain pas istirahat tidak jajan , karena cuma ingin main bekal  di depan kelas atau main benteng-bentengan di lapangan haha Btw i Miss about it",oldmoneygakngerasain pas istirahat tidak jajan cuma main bekal depan kelas main benteng bentengan lapangan haha btw i miss about it
sad,"Salah seorang teman bertanya, sakit mana dengan sakit hati? Jika saya  dapatkan rasa sakit yang  sama saat patah hati dengan rasa sakit saat mendapat tindakan dokter, yakinlah saya  tak hanya mengatakan ""iya"" saat dia minta maaf. Mungkin akan ada pelajaran buat ia pahami ""sakit"" itu apa",salah seorang teman bertanya sakit mana sakit hati dapatkan rasa sakit sama patah hati rasa sakit mendapat tindakan dokter yakinlah tak mengatakan iya minta maaf mungkin pelajaran buat pahami sakit apa
anger,..... kasihan  si Anas ini.... Sudahlah semua orang percaya anda  korupsi.... Fakta anda kasasi setelah Artidjo pensiun.... Maksudnya apa....??? anda  mengharap putusan Artidjo yang  tambah  hukuman jadi 14 tahun  bisa ditelikung oleh Hakim lainnya... ?? Tidak akan..!! [URL],kasihan si anas sudahlah semua orang percaya korupsi fakta kasasi artidjo pensiun maksudnya apa mengharap putusan artidjo tambah hukuman jadi tahun ditelikung hakim lainnya tidak url
anger,Di transJ saya berdiri dan mau berbaik hati kasih tempat duduk untuk bapak tua .. tapi si bapak tua tidak mau.. eehh malah ada cowok  tidak sopan yang  dudukin tempat duduk itu. Hadeehhh,transj berdiri mau berbaik hati kasih tempat duduk bapak tua si bapak tua tidak mau eehh malah cowok tidak sopan dudukin tempat duduk hadeehh
sad,"Sedari tadi idung meler terus  waktu  terawih, tenggorokan rasanya sakit. Yaps setelah memakan ini jadi mencair semuanya hehehe [URL]",sedari tadi idung meler terus waktu terawih tenggorokan rasanya sakit yaps memakan jadi mencair semuanya hehehe url
sad,"Ngebahas travel sama  si eman membuka luka lama.. dari serangkaian luka yang  bisa dibuat agen travel dan oknum2nya, What the worst can happen to you?",ngebahas travel sama si eman membuka luka lama serangkaian luka dibuat agen travel oknum nya what the worst can happen to you
fear,Banyak sebenarnya yang  mau saya ceritain. Tapi saya takut yang  baca jadi tertarik ke sini. Terutama perempuan. Because I am kinda possessive bitch for these things.,banyak sebenarnya mau ceritain takut baca jadi tertarik sini terutama perempuan because i am kinda possessive bitch for these things
anger,"Jebakan kacung mu.HRS,imam besar ( bagi umat muslim).Tokoh agama.Prabowo mlkukan konsultasi keagamaan.Apanya yang  turun kelas.Kelas bulu apa kelas bantam.Alkafirun jelas tidak paham,aplg politisi kelas ecek2.Modalnya fitnah maki2,nyinyir.Cuma itu. [URL]",jebakan kacung mu hrs imam besar umat muslim tokoh agama prabowo mlkukan konsultasi keagamaan apanya turun kelas kelas bulu apa kelas bantam alkafirun jelas tidak paham aplg politisi kelas ecek modalnya fitnah maki nyinyir cuma url
anger,[USERNAME] .... anda  bilang Hakim Artidjo bukan Malaikat... Ya jelas bukan.... Tapi Hakim Artidjo berdasar fakta2 persidangan dan tidak akan buta terhadap Korupsi Anda yang  sangat jelas bukti2nya.... Anda yang  sebenarnya bukan Malaikat karena  sangat doy,username bilang hakim artidjo bukan malaikat jelas bukan hakim artidjo berdasar fakta persidangan tidak buta korupsi sangat jelas bukti nya sebenarnya bukan malaikat sangat doy
anger,"[USERNAME] Asli sih, kemarin  saingannya sama dota saja  sudah puyeng capernya. Lah ini dese tambah  PUBG Tiba tiba ngechat ngirim gambar peringkat saja  Keselnya diubun ubun",username asli kemarin saingannya sama dota puyeng capernya dese tambah pubg tiba tiba ngechat ngirim gambar peringkat keselnya diubun ubun
anger,Makanya kalau niat kenal  baik di balas  dengan  niat baik ?? Lah kalau di cuekin y cuekin balik lagi memang  saya rugi kehilangan kamu aduh  kamu salah orang broo,makanya kalau niat kenal baik balas niat baik kalau cuekin y cuekin balik memang rugi kehilangan kamu aduh kamu salah orang broo
anger,saya bilang juga apa??? Kebaca benerrr kelakuan lo....,bilang apa kebaca benerr kelakuan lo
anger,"kamu dan PSI yang  tak punya manfaat..!!! Pengecut,penjilat,tukang fitnah.. Ton saya punya teka teki,partai partai apa yang  berideologi dendam?bermental jongos,dan dosponsori taipan brengsek? #testIQ",kamu psi tak punya manfaat pengecut penjilat tukang fitnah ton punya teka teki partai partai apa berideologi dendam bermental jongos dosponsori taipan brengsek testiq
sad,"Ya Gusti, ini apaan coba Lagi cantik nempel sekali  di pala. memang  lagi manjaahh~ Lagi ingin dimanjahhh~ memang  lagi cantikkk~ Tapi bukan sok cantikkk~",gusti apaan coba cantik nempel sekali pala memang manjaahh dimanjahh memang cantikk bukan sok cantikk
anger,[USERNAME] [USERNAME] .... Ini saja  membuktikan anda sudah TIDAK BENAR.....!!! MASA NAPI KORUPTOR BISA PUNYA HP DI PENJARA ITU sudah MELANGGAR ATURAN.... DAN ANDA dengan  ENAKNYA MELANGGAR ATURAN...!! INI MENANDAKAN BAHWA ITULAH KARAKTER ANDA.,username username membuktikan tidak benar masa napi koruptor punya hp penjara melanggar aturan enaknya melanggar aturan menandakan karakter
anger,Tidak memaksa buat  kenal  sama saya tidak memaksa buat  ml sama saya yang  saya paling tidak suka chat tidak pernh di balas  giliran saya tidak balas  kamu sakit juga tidak hahaha makan tuh ucapan kamu sendri,tidak memaksa buat kenal sama tidak memaksa buat ml sama paling tidak suka chat tidak pernh balas giliran tidak balas kamu sakit tidak hahaha makan tuh ucapan kamu sendri
joy,"Mayoritas kakak-kakaknya datang  sepulang kerja, masih pakai pakaian kerja. Terus kebayang begitu  2 tahun lagi (aamiin) ada di posisi itu... ternyata saya sudah sebesar itu.",mayoritas kakak kakaknya datang sepulang kerja pakai pakaian kerja terus kebayang tahun aamiin posisi ternyata sebesar
fear,"jam 3 belum nongol jg. eh sampai jam 4, ditelponin bilangnya bersiap ke tkp. kost  yang  2 lantai kamar super gede sudah lengang bgt. tunggu  waswas.. sms, Pak ini saya jadi dijemput kan?",jam belum nongol jg jam ditelponin bilangnya bersiap tkp kost lantai kamar super gede lengang tunggu waswas sms pak jadi dijemput kan
fear,"hati-hati  sis [USERNAME], leptopku juga abis update terus  restart malah jadi black screen pointernya muter2 terus  tidak bisa log in. Restore pun tidak bisa karena  tidak sengaja kehapus.",hati hati sis username leptopku abis update terus restart malah jadi black screen pointernya muter terus tidak log in restore tidak tidak sengaja kehapus
anger,"Dungu [USERNAME] buyback Indosat keluar dalam ajang debat yang spontan, dalam sesi debat juga Anis sering menuduh kubu Prabowo didukung para mafia apa elu mau bantah [URL]",dungu username buyback indosat keluar ajang debat spontan sesi debat anis sering menuduh kubu prabowo didukung mafia apa elu mau bantah url
anger,"[USERNAME] [USERNAME] Cuma kata?cuma selogan?kyk teriakan mereka ""saya pancasila"" Bukti : Presiden kamu dikatain dungu kalian pada diam?ajaib.. Saran : mulut sama kenyataan mohon disingkron kan..",username username cuma kata cuma selogan kyk teriakan pancasila bukti presiden kamu dikatain dungu kalian diam ajaib saran mulut sama kenyataan mohon disingkron kan
fear,"hanya bedanya si memang  adik  saya suka begitu  sama bau2 kesehatan jadi memang  masih agak niat lah. Lah saya memang  asal saja  daptar2 mana saja  maklum lah pas itu masih takut kalau tidak kuliah, tapi berasa si kuliah di tempat  yang  bukan passion. Kesan nya mirip  budak nilai.",bedanya si memang adik suka sama bau kesehatan jadi memang niat memang asal daptar mana maklum pas takut kalau tidak kuliah berasa si kuliah tempat bukan passion kesan nya mirip budak nilai
joy,"Well, ternyata yang  punya bali nature lumayan awet baunya. tadu  sore iseng usap2 di tangan terus  ditempelin ke bantal. Ku tinggal pergi sejam 2 jam ehh baunya masih ninggal~ lumayan, alternatif untukku yang  sering wahing kena farfumm~ [URL]",well ternyata punya bali nature lumayan awet baunya tadu sore iseng usap tangan terus ditempelin bantal ku tinggal pergi sejam jam ehh baunya ninggal lumayan alternatif untukku sering wahing kena farfumm url
anger,Jika hati saya sudah kecewa apa lagi sampai sakit hati begini kamu blok saya ehmmm jangan harap saya mau kenal  kamu lagi kamu dm ribuan kali tidak saya ladenin ingin tahunya  saya kenal  kamu dan rasain bagaimana  chat tidak di buka buka atau tidak di balas ,hati kecewa apa sakit hati begini kamu blok ehmm jangan harap mau kenal kamu kamu dm ribuan kali tidak ladenin tahunya kenal kamu rasain bagaimana chat tidak buka buka tidak balas
sad,"RT [USERNAME] Dia suka mengopi, tapi tidak bersamamu. Dia suka jalan-jalan, tapi bukan jalan denganmu. Dia suka apa saja yang juga kamu suka, tapi dia tidak menyukaimu..",rt username suka mengopi tidak bersamamu suka jalan jalan bukan jalan denganmu suka apa kamu suka tidak menyukaimu
anger,kamu mau blok twiter saya apa lah saya sudah tidak perduli lagi hilang satu bagi saya tumbuh seribuh ingat  y saya kost sendri kapan yang  saya mau saya bisa jadi kamu jangan merasa bangga sudah blok saya oke byee,kamu mau blok twiter apa tidak perduli hilang satu tumbuh seribuh ingat y kost sendri kapan mau jadi kamu jangan merasa bangga blok oke byee
anger,"jangan hanya tahu korupsi lalu uangnya dihamburkan untuk  negara lain, DPRRI anda semua adalah pemegang amanah rakyat, oleh karena rakyat anda bisa bersuara lantang, dan oleh karena rakyat anda bisa menjadi terhormat, lalu apakah anda bisa menghormati amanah rakyat? Ingat dan camkan...!",jangan tahu korupsi lalu uangnya dihamburkan negara dprri semua pemegang amanah rakyat rakyat bersuara lantang rakyat menjadi terhormat lalu menghormati amanah rakyat ingat camkan
love,saya lagi dengerin lagu2 Zayn Malik dulu saya benci sekali  ma doi gara2 keluar dari 1D sudah begitu  gayanya tengil tapi semenjak rilis lagu pillow talk boleh  juga wqwq terus  lanjut deh sampai sekarang  suka dengerin lagu2nya **memang terkadang manusia sering menjilat ludah sendiri,dengerin lagu zayn malik dulu benci sekali ma doi gara keluar d gayanya tengil semenjak rilis lagu pillow talk wqwq terus lanjut sekarang suka dengerin lagu nya memang terkadang manusia sering menjilat ludah sendiri
fear,"sudah hampir maghrib si bapak supir cerita kalau feeling tidak enak sangat  setelah saya carter, mimpi kecelakaan, gitu2. dan benar-benar  takut kejadian intinya saya tidak dijemput repotin klg juga malu masa pesan  travel saja  tidak pintar ",hampir maghrib si bapak supir cerita kalau feeling tidak enak sangat carter mimpi kecelakaan benar benar takut kejadian intinya tidak dijemput repotin klg malu masa pesan travel tidak pintar
anger,Jangan diam lawan juga mereka yang  memparalat hukum dengan  tujuan kekuasaan ! Jangan diam lawan juga mereka front linernya komunis berkedok pancasila :) [URL],jangan diam lawan memparalat hukum tujuan kekuasaan jangan diam lawan front linernya komunis berkedok pancasila url
love,ku tatap wajahmu saat pertama kita bertemu terasa bergetar jiwaku saat kamu tersenyum padaku i cinta u. #ARMYSelcaDay [USERNAME],ku tatap wajahmu pertama bertemu terasa bergetar jiwaku kamu tersenyum padaku i cinta u armyselcaday username
anger,Padahal yang lain senyum ramah lohh sama fansnya. cuma kamu sendiri yang agak angkuh!! Rodo ngadoh piee ngono nek tak rasakne sumpah wagu mas polahmu,padahal senyum ramah lohh sama fansnya cuma kamu sendiri angkuh rodo ngadoh piee ngono nek tak rasakne sumpah wagu mas polahmu
anger,adik  kost  pinjam  tupperware saya (yg sebenarnya  akan saya bawa pulang kamis ini). Sama dese diisi rendang terus  dimasukin freezer. She just sent me to hell,adik kost pinjam tupperware sebenarnya bawa pulang kamis sama dese diisi rendang terus dimasukin freezer she just sent me to hell
sad,"rangorang sibuk memikirkan  nastar, saya  masih memikirkan  gimana ini needle automatic microneedlingnya belum dateng, apparently im so behind at kultur lebaran. As if eating nastar is religous moment",rangorang sibuk memikirkan nastar memikirkan gimana needle automatic microneedlingnya belum dateng apparently im so behind at kultur lebaran as if eating nastar is religous moment
sad,"Sedih dan mendengarkan lagu-lagu sedih. Bukan liriknya, melainkan musiknya saja untuk menemani malam ini karena ku yakin ku tak bisa tidur cepat malam ini",sedih mendengarkan lagu lagu sedih bukan liriknya musiknya menemani malam ku yakin ku tak tidur cepat malam
anger,"[USERNAME] [USERNAME] Mengakui Jaringan 4G nya LEMAH, ya tolong di perkuat dong, jangan sampai Harga Kuota yang  12 Giga, di Rp. 95.000,- tidak sebanding dengan Kualitas Sinyalnya, perkuat di daerah Sariwates, Kiaracondong, Kota Bandung cc: [USERNAME] [URL]",username username mengakui jaringan g nya lemah perkuat jangan harga kuota giga rp tidak sebanding kualitas sinyalnya perkuat daerah sariwates kiaracondong kota bandung cc username url
fear,Intisarinya: jangan main hp samsek digojek geng. Even sudah deket rumah tinggal ngesot. Gila yah. Astagfirullahaladzim orang jaman sekarang tuh ya apa juga dilakuin hik,intisarinya jangan main hp samsek digojek geng even deket rumah tinggal ngesot gila yah astagfirullahaladzim orang jaman sekarang tuh apa dilakuin hik
